"GEOID","GEONAME","PROFLN","TITLE","GENDER","OCC_CODE","OCC_DESCRIPTION","TOTAL","HISP_LAT","WHITE","BLACK","AM_ID","ASIAN","HI_PI","OTHER","PCT_HISP_LAT","PCT_WHITE","PCT_BLACKT","PCT_AM_ID","PCT_ASIAN","PCT_HI_PI","PCT_OTHER"
"31000US10540","Albany, OR Metro Area",5,"Number","Women","0","Total, all occupations",20160,1465,17435,70,155,335,20,680,7.27,86.48,0.35,0.77,1.66,0.1,3.37
"31000US10580","Albany-Schenectady-Troy, NY Metro Area",1,"Number","Total","0","Total, all occupations",453905,21320,375840,28450,600,18310,110,9270,4.7,82.8,6.27,0.13,4.03,0.02,2.04
"31000US10580","Albany-Schenectady-Troy, NY Metro Area",3,"Number","Men","0","Total, all occupations",236375,11855,195645,13290,255,10290,70,4975,5.02,82.77,5.62,0.11,4.35,0.03,2.1
"31000US10580","Albany-Schenectady-Troy, NY Metro Area",5,"Number","Women","0","Total, all occupations",217525,9465,180195,15165,345,8015,45,4295,4.35,82.84,6.97,0.16,3.68,0.02,1.97
"31000US10620","Albemarle, NC Micro Area",1,"Number","Total","0","Total, all occupations",22415,970,18110,2295,110,555,0,370,4.33,80.79,10.24,0.49,2.48,0,1.65
"31000US10620","Albemarle, NC Micro Area",3,"Number","Men","0","Total, all occupations",11840,600,9370,1175,95,445,0,155,5.07,79.14,9.92,0.8,3.76,0,1.31
"31000US10620","Albemarle, NC Micro Area",5,"Number","Women","0","Total, all occupations",10575,375,8740,1120,20,110,0,215,3.55,82.65,10.59,0.19,1.04,0,2.03
"31000US10700","Albertville, AL Micro Area",1,"Number","Total","0","Total, all occupations",38770,4420,32090,1265,175,320,20,485,11.4,82.77,3.26,0.45,0.83,0.05,1.25
"31000US10700","Albertville, AL Micro Area",3,"Number","Men","0","Total, all occupations",20965,2895,16770,770,110,130,20,265,13.81,79.99,3.67,0.52,0.62,0.1,1.26
"31000US10700","Albertville, AL Micro Area",5,"Number","Women","0","Total, all occupations",17810,1520,15320,490,65,190,0,220,8.53,86.02,2.75,0.36,1.07,0,1.24
"31000US10740","Albuquerque, NM Metro Area",1,"Number","Total","0","Total, all occupations",402030,188105,168150,9205,18785,9520,315,7945,46.79,41.83,2.29,4.67,2.37,0.08,1.98
"31000US10740","Albuquerque, NM Metro Area",3,"Number","Men","0","Total, all occupations",208190,97150,88305,5220,8330,4725,115,4340,46.66,42.42,2.51,4,2.27,0.06,2.08
"31000US10740","Albuquerque, NM Metro Area",5,"Number","Women","0","Total, all occupations",193840,90950,79845,3985,10455,4800,200,3605,46.92,41.19,2.06,5.39,2.48,0.1,1.86
"31000US10780","Alexandria, LA Metro Area",1,"Number","Total","0","Total, all occupations",60405,2030,40215,16135,240,755,0,1020,3.36,66.58,26.71,0.4,1.25,0,1.69
"31000US10780","Alexandria, LA Metro Area",3,"Number","Men","0","Total, all occupations",29535,1340,20080,7165,135,400,0,415,4.54,67.99,24.26,0.46,1.35,0,1.41
"31000US10780","Alexandria, LA Metro Area",5,"Number","Women","0","Total, all occupations",30870,690,20135,8970,110,355,0,605,2.24,65.23,29.06,0.36,1.15,0,1.96
"31000US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",1,"Number","Total","0","Total, all occupations",368105,51825,283955,15990,435,10785,65,5055,14.08,77.14,4.34,0.12,2.93,0.02,1.37
"31000US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",3,"Number","Men","0","Total, all occupations",189845,27630,145680,7910,175,5845,40,2570,14.55,76.74,4.17,0.09,3.08,0.02,1.35
"31000US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area",5,"Number","Women","0","Total, all occupations",178255,24195,138270,8080,255,4940,25,2485,13.57,77.57,4.53,0.14,2.77,0.01,1.39
"31000US11020","Altoona, PA Metro Area",1,"Number","Total","0","Total, all occupations",62045,550,59690,815,15,490,0,490,0.89,96.2,1.31,0.02,0.79,0,0.79
"31000US11020","Altoona, PA Metro Area",3,"Number","Men","0","Total, all occupations",32225,315,30980,430,15,250,0,240,0.98,96.14,1.33,0.05,0.78,0,0.74
"31000US11020","Altoona, PA Metro Area",5,"Number","Women","0","Total, all occupations",29820,240,28710,385,4,240,0,245,0.8,96.28,1.29,0.01,0.8,0,0.82
"31000US11100","Amarillo, TX Metro Area",1,"Number","Total","0","Total, all occupations",123720,34070,77860,5625,435,3890,60,1775,27.54,62.93,4.55,0.35,3.14,0.05,1.43
"31000US11100","Amarillo, TX Metro Area",3,"Number","Men","0","Total, all occupations",66395,19440,40390,3180,240,2160,40,935,29.28,60.83,4.79,0.36,3.25,0.06,1.41
"31000US11100","Amarillo, TX Metro Area",5,"Number","Women","0","Total, all occupations",57320,14630,37470,2445,190,1730,20,835,25.52,65.37,4.27,0.33,3.02,0.03,1.46
"31000US11180","Ames, IA Metro Area",1,"Number","Total","0","Total, all occupations",54490,1665,47040,1155,180,3305,4,1135,3.06,86.33,2.12,0.33,6.07,0.01,2.08
"31000US11180","Ames, IA Metro Area",3,"Number","Men","0","Total, all occupations",28945,980,24720,770,80,1895,4,490,3.39,85.4,2.66,0.28,6.55,0.01,1.69
"31000US11180","Ames, IA Metro Area",5,"Number","Women","0","Total, all occupations",25545,685,22320,390,100,1410,0,645,2.68,87.38,1.53,0.39,5.52,0,2.52
"31000US11260","Anchorage, AK Metro Area",1,"Number","Total","0","Total, all occupations",185580,13170,127110,7865,8920,14365,2925,11230,7.1,68.49,4.24,4.81,7.74,1.58,6.05
"31000US11260","Anchorage, AK Metro Area",3,"Number","Men","0","Total, all occupations",98325,7045,68965,4360,3975,6520,1365,6100,7.17,70.14,4.43,4.04,6.63,1.39,6.2
"31000US11260","Anchorage, AK Metro Area",5,"Number","Women","0","Total, all occupations",87255,6125,58145,3505,4945,7845,1560,5125,7.02,66.64,4.02,5.67,8.99,1.79,5.87
"31000US11460","Ann Arbor, MI Metro Area",1,"Number","Total","0","Total, all occupations",221105,8875,167180,23180,340,15545,85,5900,4.01,75.61,10.48,0.15,7.03,0.04,2.67
"31000US11460","Ann Arbor, MI Metro Area",3,"Number","Men","0","Total, all occupations",109070,4850,82695,10795,70,8025,20,2615,4.45,75.82,9.9,0.06,7.36,0.02,2.4
"31000US11460","Ann Arbor, MI Metro Area",5,"Number","Women","0","Total, all occupations",112035,4025,84485,12385,270,7520,65,3285,3.59,75.41,11.05,0.24,6.71,0.06,2.93
"31000US11500","Anniston-Oxford-Jacksonville, AL Metro Area",1,"Number","Total","0","Total, all occupations",46150,1435,35085,8280,70,710,0,570,3.11,76.02,17.94,0.15,1.54,0,1.24
"31000US11500","Anniston-Oxford-Jacksonville, AL Metro Area",3,"Number","Men","0","Total, all occupations",24090,875,18515,3870,60,350,0,425,3.63,76.86,16.06,0.25,1.45,0,1.76
"31000US11500","Anniston-Oxford-Jacksonville, AL Metro Area",5,"Number","Women","0","Total, all occupations",22055,565,16570,4410,10,360,0,145,2.56,75.13,20,0.05,1.63,0,0.66
"31000US11540","Appleton, WI Metro Area",1,"Number","Total","0","Total, all occupations",121190,4705,109500,1080,1270,3265,45,1330,3.88,90.35,0.89,1.05,2.69,0.04,1.1
"31000US11540","Appleton, WI Metro Area",3,"Number","Men","0","Total, all occupations",64345,2900,57845,505,665,1690,0,740,4.51,89.9,0.78,1.03,2.63,0,1.15
"31000US11540","Appleton, WI Metro Area",5,"Number","Women","0","Total, all occupations",56845,1805,51655,575,605,1570,45,590,3.18,90.87,1.01,1.06,2.76,0.08,1.04
"31000US11640","Arecibo, PR Metro Area",1,"Number","Total","0","Total, all occupations",43820,43395,255,140,0,0,0,30,99.03,0.58,0.32,0,0,0,0.07
"31000US11640","Arecibo, PR Metro Area",3,"Number","Men","0","Total, all occupations",23730,23445,140,115,0,0,0,30,98.8,0.59,0.48,0,0,0,0.13
"31000US11640","Arecibo, PR Metro Area",5,"Number","Women","0","Total, all occupations",20085,19950,110,25,0,0,0,0,99.33,0.55,0.12,0,0,0,0
"31000US11700","Asheville, NC Metro Area",1,"Number","Total","0","Total, all occupations",215105,14865,185115,9275,910,2280,195,2460,6.91,86.06,4.31,0.42,1.06,0.09,1.14
"31000US11700","Asheville, NC Metro Area",3,"Number","Men","0","Total, all occupations",111075,8830,94695,4565,475,1175,50,1285,7.95,85.25,4.11,0.43,1.06,0.05,1.16
"31000US11700","Asheville, NC Metro Area",5,"Number","Women","0","Total, all occupations",104030,6040,90420,4710,435,1105,145,1175,5.81,86.92,4.53,0.42,1.06,0.14,1.13
"31000US11740","Ashland, OH Micro Area",1,"Number","Total","0","Total, all occupations",19795,275,18865,240,0,155,0,265,1.39,95.3,1.21,0,0.78,0,1.34
"31000US11740","Ashland, OH Micro Area",3,"Number","Men","0","Total, all occupations",9925,165,9485,130,0,25,0,120,1.66,95.57,1.31,0,0.25,0,1.21
"31000US11740","Ashland, OH Micro Area",5,"Number","Women","0","Total, all occupations",9870,110,9380,110,0,130,0,145,1.11,95.04,1.11,0,1.32,0,1.47
"31000US11780","Ashtabula, OH Micro Area",1,"Number","Total","0","Total, all occupations",31040,1135,28355,870,15,260,15,390,3.66,91.35,2.8,0.05,0.84,0.05,1.26
"31000US11780","Ashtabula, OH Micro Area",3,"Number","Men","0","Total, all occupations",15475,535,14300,355,15,85,0,185,3.46,92.41,2.29,0.1,0.55,0,1.2
"31000US11780","Ashtabula, OH Micro Area",5,"Number","Women","0","Total, all occupations",15560,600,14055,515,0,170,15,210,3.86,90.33,3.31,0,1.09,0.1,1.35
"31000US11900","Athens, OH Micro Area",1,"Number","Total","0","Total, all occupations",27595,455,24805,820,115,765,40,590,1.65,89.89,2.97,0.42,2.77,0.14,2.14
"31000US11900","Athens, OH Micro Area",3,"Number","Men","0","Total, all occupations",13135,200,11820,370,20,470,0,255,1.52,89.99,2.82,0.15,3.58,0,1.94
"31000US11900","Athens, OH Micro Area",5,"Number","Women","0","Total, all occupations",14460,255,12990,455,95,290,40,335,1.76,89.83,3.15,0.66,2.01,0.28,2.32
"31000US11940","Athens, TN Micro Area",1,"Number","Total","0","Total, all occupations",19365,640,17645,830,0,160,10,85,3.3,91.12,4.29,0,0.83,0.05,0.44
"31000US11940","Athens, TN Micro Area",3,"Number","Men","0","Total, all occupations",10575,305,9710,410,0,95,10,50,2.88,91.82,3.88,0,0.9,0.09,0.47
"31000US11940","Athens, TN Micro Area",5,"Number","Women","0","Total, all occupations",8790,335,7940,420,0,65,0,35,3.81,90.33,4.78,0,0.74,0,0.4
"31000US11980","Athens, TX Micro Area",1,"Number","Total","0","Total, all occupations",21625,2790,17000,1200,85,235,10,305,12.9,78.61,5.55,0.39,1.09,0.05,1.41
"31000US11980","Athens, TX Micro Area",3,"Number","Men","0","Total, all occupations",10820,1530,8425,495,65,120,10,175,14.14,77.87,4.57,0.6,1.11,0.09,1.62
"31000US11980","Athens, TX Micro Area",5,"Number","Women","0","Total, all occupations",10810,1260,8575,705,20,115,0,130,11.66,79.32,6.52,0.19,1.06,0,1.2
"31000US12020","Athens-Clarke County, GA Metro Area",1,"Number","Total","0","Total, all occupations",97315,7380,67320,17935,55,3140,25,1465,7.58,69.18,18.43,0.06,3.23,0.03,1.51
"31000US12020","Athens-Clarke County, GA Metro Area",3,"Number","Men","0","Total, all occupations",49530,4740,34255,8005,35,1680,25,790,9.57,69.16,16.16,0.07,3.39,0.05,1.59
"31000US12020","Athens-Clarke County, GA Metro Area",5,"Number","Women","0","Total, all occupations",47785,2640,33060,9930,25,1460,0,670,5.52,69.18,20.78,0.05,3.06,0,1.4
"31000US12060","Atlanta-Sandy Springs-Roswell, GA Metro Area",1,"Number","Total","0","Total, all occupations",2789490,273125,1413160,887375,4040,160530,850,50405,9.79,50.66,31.81,0.14,5.75,0.03,1.81
"31000US12060","Atlanta-Sandy Springs-Roswell, GA Metro Area",3,"Number","Men","0","Total, all occupations",1454225,167535,770535,400945,2340,87815,425,24625,11.52,52.99,27.57,0.16,6.04,0.03,1.69
"31000US12060","Atlanta-Sandy Springs-Roswell, GA Metro Area",5,"Number","Women","0","Total, all occupations",1335265,105590,642630,486430,1700,72715,425,25780,7.91,48.13,36.43,0.13,5.45,0.03,1.93
"31000US12100","Atlantic City-Hammonton, NJ Metro Area",1,"Number","Total","0","Total, all occupations",125500,22110,75010,16400,200,9695,25,2060,17.62,59.77,13.07,0.16,7.73,0.02,1.64
"31000US12100","Atlantic City-Hammonton, NJ Metro Area",3,"Number","Men","0","Total, all occupations",64205,12455,38160,7695,75,4880,20,915,19.4,59.43,11.99,0.12,7.6,0.03,1.43
"31000US12100","Atlantic City-Hammonton, NJ Metro Area",5,"Number","Women","0","Total, all occupations",61295,9660,36845,8705,125,4810,4,1140,15.76,60.11,14.2,0.2,7.85,0.01,1.86
"31000US12180","Auburn, NY Micro Area",1,"Number","Total","0","Total, all occupations",27725,690,25575,670,65,205,0,525,2.49,92.25,2.42,0.23,0.74,0,1.89
"31000US12180","Auburn, NY Micro Area",3,"Number","Men","0","Total, all occupations",15145,420,13915,335,45,75,0,350,2.77,91.88,2.21,0.3,0.5,0,2.31
"31000US12180","Auburn, NY Micro Area",5,"Number","Women","0","Total, all occupations",12580,270,11660,335,15,130,0,170,2.15,92.69,2.66,0.12,1.03,0,1.35
"31000US12220","Auburn-Opelika, AL Metro Area",1,"Number","Total","0","Total, all occupations",61920,2350,39815,16555,70,2380,0,745,3.8,64.3,26.74,0.11,3.84,0,1.2
"31000US12220","Auburn-Opelika, AL Metro Area",3,"Number","Men","0","Total, all occupations",32115,1640,20940,7705,55,1365,0,410,5.11,65.2,23.99,0.17,4.25,0,1.28
"31000US12220","Auburn-Opelika, AL Metro Area",5,"Number","Women","0","Total, all occupations",29805,710,18875,8850,15,1015,0,335,2.38,63.33,29.69,0.05,3.41,0,1.12
"31000US12260","Augusta-Richmond County, GA-SC Metro Area",1,"Number","Total","0","Total, all occupations",246270,12880,141905,82160,345,4800,355,3820,5.23,57.62,33.36,0.14,1.95,0.14,1.55
"31000US12260","Augusta-Richmond County, GA-SC Metro Area",3,"Number","Men","0","Total, all occupations",125525,8475,77070,35475,205,2650,85,1565,6.75,61.4,28.26,0.16,2.11,0.07,1.25
"31000US12260","Augusta-Richmond County, GA-SC Metro Area",5,"Number","Women","0","Total, all occupations",120745,4405,64835,46690,140,2150,270,2255,3.65,53.7,38.67,0.12,1.78,0.22,1.87
"31000US12300","Augusta-Waterville, ME Micro Area",1,"Number","Total","0","Total, all occupations",60215,780,57795,300,255,610,30,445,1.3,95.98,0.5,0.42,1.01,0.05,0.74
"31000US12300","Augusta-Waterville, ME Micro Area",3,"Number","Men","0","Total, all occupations",28775,380,27600,235,115,195,0,250,1.32,95.92,0.82,0.4,0.68,0,0.87
"31000US12300","Augusta-Waterville, ME Micro Area",5,"Number","Women","0","Total, all occupations",31440,400,30200,65,140,410,30,195,1.27,96.06,0.21,0.45,1.3,0.1,0.62
"31000US12420","Austin-Round Rock, TX Metro Area",1,"Number","Total","0","Total, all occupations",1086075,327445,601010,73825,1790,60910,465,20625,30.15,55.34,6.8,0.16,5.61,0.04,1.9
"31000US12420","Austin-Round Rock, TX Metro Area",3,"Number","Men","0","Total, all occupations",593890,186315,323190,37995,1030,34635,210,10510,31.37,54.42,6.4,0.17,5.83,0.04,1.77
"31000US12420","Austin-Round Rock, TX Metro Area",5,"Number","Women","0","Total, all occupations",492180,141130,277815,35830,760,26275,255,10115,28.67,56.45,7.28,0.15,5.34,0.05,2.06
"31000US12540","Bakersfield, CA Metro Area",1,"Number","Total","0","Total, all occupations",336690,174235,123295,13455,1585,17685,380,6055,51.75,36.62,4,0.47,5.25,0.11,1.8
"31000US12540","Bakersfield, CA Metro Area",3,"Number","Men","0","Total, all occupations",193330,103375,69975,6490,760,9585,105,3045,53.47,36.19,3.36,0.39,4.96,0.05,1.58
"31000US12540","Bakersfield, CA Metro Area",5,"Number","Women","0","Total, all occupations",143355,70860,53320,6960,825,8100,270,3015,49.43,37.19,4.86,0.58,5.65,0.19,2.1
"31000US12620","Bangor, ME Metro Area",1,"Number","Total","0","Total, all occupations",74110,900,70160,560,665,810,35,980,1.21,94.67,0.76,0.9,1.09,0.05,1.32
"31000US12620","Bangor, ME Metro Area",3,"Number","Men","0","Total, all occupations",37380,490,35385,320,350,365,10,460,1.31,94.66,0.86,0.94,0.98,0.03,1.23
"31000US12620","Bangor, ME Metro Area",5,"Number","Women","0","Total, all occupations",36730,415,34775,240,310,445,25,520,1.13,94.68,0.65,0.84,1.21,0.07,1.42
"31000US12660","Baraboo, WI Micro Area",1,"Number","Total","0","Total, all occupations",35705,1240,33270,285,360,195,4,345,3.47,93.18,0.8,1.01,0.55,0.01,0.97
"31000US12660","Baraboo, WI Micro Area",3,"Number","Men","0","Total, all occupations",18600,860,17080,195,200,60,0,205,4.62,91.83,1.05,1.08,0.32,0,1.1
"31000US12660","Baraboo, WI Micro Area",5,"Number","Women","0","Total, all occupations",17105,385,16190,90,160,140,4,140,2.25,94.65,0.53,0.94,0.82,0.02,0.82
"31000US12700","Barnstable Town, MA Metro Area",1,"Number","Total","0","Total, all occupations",98655,3300,88395,2970,400,1605,80,1900,3.34,89.6,3.01,0.41,1.63,0.08,1.93
"31000US12700","Barnstable Town, MA Metro Area",3,"Number","Men","0","Total, all occupations",49860,2055,44110,1660,165,735,45,1090,4.12,88.47,3.33,0.33,1.47,0.09,2.19
"31000US12700","Barnstable Town, MA Metro Area",5,"Number","Women","0","Total, all occupations",48795,1250,44285,1310,240,870,35,810,2.56,90.76,2.68,0.49,1.78,0.07,1.66
"31000US12740","Barre, VT Micro Area",1,"Number","Total","0","Total, all occupations",34715,545,32875,455,95,275,15,460,1.57,94.7,1.31,0.27,0.79,0.04,1.33
"31000US12740","Barre, VT Micro Area",3,"Number","Men","0","Total, all occupations",17105,270,16315,170,35,95,4,210,1.58,95.38,0.99,0.2,0.56,0.02,1.23
"31000US12740","Barre, VT Micro Area",5,"Number","Women","0","Total, all occupations",17610,275,16555,285,55,180,10,245,1.56,94.01,1.62,0.31,1.02,0.06,1.39
"31000US12780","Bartlesville, OK Micro Area",1,"Number","Total","0","Total, all occupations",23575,1265,17490,695,2210,525,15,1375,5.37,74.19,2.95,9.37,2.23,0.06,5.83
"31000US12780","Bartlesville, OK Micro Area",3,"Number","Men","0","Total, all occupations",12210,690,8995,330,1005,460,0,730,5.65,73.67,2.7,8.23,3.77,0,5.98
"31000US12780","Bartlesville, OK Micro Area",5,"Number","Women","0","Total, all occupations",11365,570,8500,365,1205,65,15,645,5.02,74.79,3.21,10.6,0.57,0.13,5.68
"31000US12860","Batavia, NY Micro Area",1,"Number","Total","0","Total, all occupations",24370,690,22250,645,145,260,0,385,2.83,91.3,2.65,0.59,1.07,0,1.58
"31000US12860","Batavia, NY Micro Area",3,"Number","Men","0","Total, all occupations",12285,485,10940,455,110,145,0,155,3.95,89.05,3.7,0.9,1.18,0,1.26
"31000US12860","Batavia, NY Micro Area",5,"Number","Women","0","Total, all occupations",12085,205,11310,190,35,115,0,230,1.7,93.59,1.57,0.29,0.95,0,1.9
"31000US12980","Battle Creek, MI Metro Area",1,"Number","Total","0","Total, all occupations",63410,2770,51950,5370,305,1610,0,1410,4.37,81.93,8.47,0.48,2.54,0,2.22
"31000US12980","Battle Creek, MI Metro Area",3,"Number","Men","0","Total, all occupations",33070,1530,27385,2445,175,955,0,580,4.63,82.81,7.39,0.53,2.89,0,1.75
"31000US12980","Battle Creek, MI Metro Area",5,"Number","Women","0","Total, all occupations",30345,1240,24565,2925,135,655,0,830,4.09,80.95,9.64,0.44,2.16,0,2.74
"31000US13020","Bay City, MI Metro Area",1,"Number","Total","0","Total, all occupations",35850,1800,32505,885,145,340,15,165,5.02,90.67,2.47,0.4,0.95,0.04,0.46
"31000US13020","Bay City, MI Metro Area",3,"Number","Men","0","Total, all occupations",17840,865,16340,320,25,200,15,80,4.85,91.59,1.79,0.14,1.12,0.08,0.45
"31000US13020","Bay City, MI Metro Area",5,"Number","Women","0","Total, all occupations",18010,940,16170,565,120,135,0,80,5.22,89.78,3.14,0.67,0.75,0,0.44
"31000US13140","Beaumont-Port Arthur, TX Metro Area",1,"Number","Total","0","Total, all occupations",171130,22940,104090,36640,300,5020,105,2040,13.41,60.83,21.41,0.18,2.93,0.06,1.19
"31000US13140","Beaumont-Port Arthur, TX Metro Area",3,"Number","Men","0","Total, all occupations",95580,15055,59125,17125,200,2880,45,1145,15.75,61.86,17.92,0.21,3.01,0.05,1.2
"31000US13140","Beaumont-Port Arthur, TX Metro Area",5,"Number","Women","0","Total, all occupations",75555,7885,44965,19515,100,2140,60,895,10.44,59.51,25.83,0.13,2.83,0.08,1.18
"31000US13180","Beaver Dam, WI Micro Area",1,"Number","Total","0","Total, all occupations",34995,1330,32835,355,25,225,0,225,3.8,93.83,1.01,0.07,0.64,0,0.64
"31000US13180","Beaver Dam, WI Micro Area",3,"Number","Men","0","Total, all occupations",19400,860,18165,220,20,90,0,55,4.43,93.63,1.13,0.1,0.46,0,0.28
"31000US13180","Beaver Dam, WI Micro Area",5,"Number","Women","0","Total, all occupations",15595,475,14670,135,4,135,0,170,3.05,94.07,0.87,0.03,0.87,0,1.09
"31000US13220","Beckley, WV Metro Area",1,"Number","Total","0","Total, all occupations",43085,620,38615,2820,165,475,0,385,1.44,89.63,6.55,0.38,1.1,0,0.89
"31000US13220","Beckley, WV Metro Area",3,"Number","Men","0","Total, all occupations",22220,280,19835,1435,35,310,0,325,1.26,89.27,6.46,0.16,1.4,0,1.46
"31000US13220","Beckley, WV Metro Area",5,"Number","Women","0","Total, all occupations",20865,340,18780,1385,130,165,0,60,1.63,90.01,6.64,0.62,0.79,0,0.29
"31000US13380","Bellingham, WA Metro Area",1,"Number","Total","0","Total, all occupations",98905,8870,79035,1070,1990,4660,315,2960,8.97,79.91,1.08,2.01,4.71,0.32,2.99
"31000US13380","Bellingham, WA Metro Area",3,"Number","Men","0","Total, all occupations",51830,4930,41405,695,1130,2060,170,1440,9.51,79.89,1.34,2.18,3.97,0.33,2.78
"31000US13380","Bellingham, WA Metro Area",5,"Number","Women","0","Total, all occupations",47075,3940,37630,375,860,2605,145,1520,8.37,79.94,0.8,1.83,5.53,0.31,3.23
"31000US13460","Bend-Redmond, OR Metro Area",1,"Number","Total","0","Total, all occupations",87005,7320,76150,365,405,1175,70,1515,8.41,87.52,0.42,0.47,1.35,0.08,1.74
"31000US13460","Bend-Redmond, OR Metro Area",3,"Number","Men","0","Total, all occupations",45730,4025,40035,175,225,580,0,695,8.8,87.55,0.38,0.49,1.27,0,1.52
"31000US13460","Bend-Redmond, OR Metro Area",5,"Number","Women","0","Total, all occupations",41275,3300,36115,190,180,600,70,825,8,87.5,0.46,0.44,1.45,0.17,2
"31000US13780","Binghamton, NY Metro Area",1,"Number","Total","0","Total, all occupations",105705,3015,94030,3460,150,3420,10,1615,2.85,88.96,3.27,0.14,3.24,0.01,1.53
"31000US13780","Binghamton, NY Metro Area",3,"Number","Men","0","Total, all occupations",54780,1595,48700,1755,125,1825,10,765,2.91,88.9,3.2,0.23,3.33,0.02,1.4
"31000US13780","Binghamton, NY Metro Area",5,"Number","Women","0","Total, all occupations",50925,1425,45330,1705,20,1595,0,850,2.8,89.01,3.35,0.04,3.13,0,1.67
"31000US13820","Birmingham-Hoover, AL Metro Area",1,"Number","Total","0","Total, all occupations",513340,20860,339565,137175,1185,8215,145,6200,4.06,66.15,26.72,0.23,1.6,0.03,1.21
